ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2005-Feb,7,Binod Yadav,1004,1.20%,Rashtravadi Janata Party,Bahadurpur,85,1.20
2005-Feb,1,Dr. Mahavir Prasad,35110,35.10%,Rashtriya Janata Dal,Keoti,86,35.10
2005-Feb,2,Izhar Ahmad,28730,28.70%,Lok Jan Shakti Party,Keoti,86,28.70
2005-Feb,3,Bijay Shankar Choudhuri @ Bhola Choudhuri,25253,25.20%,Bharatiya Janta Party,Keoti,86,25.20
2005-Feb,4,Ashok Paswan,4000,4.00%,Independent,Keoti,86,4.00
2005-Feb,5,Lakshmi Nayak,2759,2.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Keoti,86,2.80
2005-Feb,6,Vidyanand Ram,2494,2.50%,Bahujan Samaj Party,Keoti,86,2.50
2005-Feb,7,Amar Nath Nayak,1752,1.80%,Independent,Keoti,86,1.80
2005-Feb,1,Harekrishna Yadav,44770,43.60%,Rashtriya Janata Dal,Jale,87,43.60
2005-Feb,2,Mohan Choudhary,35684,34.80%,Lok Jan Shakti Party,Jale,87,34.80
2005-Feb,3,Rama Nand Singh,8850,8.60%,Janata Dal (United),Jale,87,8.60
2005-Feb,4,Satya Narayan Mukhiya,3776,3.70%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Jale,87,3.70
2005-Feb,5,Lakshmi Kumar Karn,2691,2.60%,Independent,Jale,87,2.60
2005-Feb,6,Krishna Kumar Lal Deo,1684,1.60%,Samajwadi Janata Party (RASHTRIYA),Jale,87,1.60
2005-Feb,7,Bishwanath Mandal,1401,1.40%,Bahujan Samaj Party,Jale,87,1.40
2005-Feb,8,Sushil Kumar Choudhary,1305,1.30%,Samata Party,Jale,87,1.30
2005-Feb,9,Daroga Prasad Ray,1293,1.30%,Independent,Jale,87,1.30
2005-Feb,10,Nawal Kishor Singh,1136,1.10%,Samajwadi Party,Jale,87,1.10
2005-Feb,1,Pitambar Paswan,34392,42.60%,Rashtriya Janata Dal,Gaighat,88,42.60
2005-Feb,2,Suniti Ranjan Das,23900,29.60%,Lok Jan Shakti Party,Gaighat,88,29.60
2005-Feb,3,Jagdish Choudhary,8534,10.60%,Janata Dal (United),Gaighat,88,10.60
2005-Feb,4,Gorakh Sada,3321,4.10%,Bahujan Samaj Party,Gaighat,88,4.10
2005-Feb,5,Satnarayan Paswan,3281,4.10%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Gaighat,88,4.10
2005-Feb,6,Jeewan Ku. Chandan,2630,3.30%,Independent,Gaighat,88,3.30
2005-Feb,7,Vishnudeo Paswan,1824,2.30%,Independent,Gaighat,88,2.30
2005-Feb,8,Chandar Mahto,1666,2.10%,Apna Dal,Gaighat,88,2.10
2005-Feb,9,Baldeo Ram,1266,1.60%,Independent,Gaighat,88,1.60
2005-Feb,1,Sanjay Sarawagi,43075,40.80%,Bharatiya Janta Party,Aurai,89,40.80
2005-Feb,2,Md. Mumtaz Alam,28887,27.40%,Rashtriya Janata Dal,Aurai,89,27.40
2005-Feb,3,Satya Narayan Gami,23908,22.60%,Lok Jan Shakti Party,Aurai,89,22.60
2005-Feb,4,Sanjay Ku. Roy,1824,1.70%,Independent,Aurai,89,1.70
2005-Feb,5,Madhuri Ranjeeta Mahavir Devi,1636,1.60%,Bahujan Samaj Party,Aurai,89,1.60
2005-Feb,6,Shivan Yadav,1516,1.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Aurai,89,1.40
2005-Feb,7,Abdul Allam,1339,1.30%,Independent,Aurai,89,1.30
2005-Feb,8,Kamod Prasad,915,0.90%,Shiv Sena,Aurai,89,0.90
2005-Feb,9,Baidhnath Khandelbal Patwa,773,0.70%,Independent,Aurai,89,0.70
2005-Feb,10,Bharat Yadav,738,0.70%,Independent,Aurai,89,0.70
2005-Feb,11,Kapildeo Mahaseth,554,0.50%,Independent,Aurai,89,0.50
2005-Feb,12,Vijay Ku. Mahto,422,0.40%,Apna Dal,Aurai,89,0.40
2005-Feb,1,Ashok Ku. Yadav,39100,39.80%,Bharatiya Janta Party,Minapur,90,39.80
2005-Feb,2,Md. Mohsin,34333,34.90%,Rashtriya Janata Dal,Minapur,90,34.90
2005-Feb,3,Mahesh Prasad Gupta,13607,13.80%,Lok Jan Shakti Party,Minapur,90,13.80
2005-Feb,4,Muzaffar Hussain,3379,3.40%,Independent,Minapur,90,3.40
2005-Feb,5,Ram Vinod Paswan,1594,1.60%,Bahujan Samaj Party,Minapur,90,1.60
2005-Feb,6,Garibnath Paswan,1343,1.40%,Independent,Minapur,90,1.40
2005-Feb,7,Azhar Imam,1297,1.30%,Independent,Minapur,90,1.30
2005-Feb,8,Md. Jamaluddin,1263,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Minapur,90,1.30
2005-Feb,9,Mithilesh Ku. Yadav,1194,1.20%,Samajwadi Party,Minapur,90,1.20
2005-Feb,10,Majharul Haque,1190,1.20%,Marxist Communist Party Of India (S.S.SRIVASTAVA),Minapur,90,1.20
2005-Feb,1,Ramniwas Pd.,25597,31.70%,Rashtriya Janata Dal,Bochaha (SC),91,31.70
2005-Feb,2,Vijay Kumar Mishra,20899,25.90%,Bharatiya Janta Party,Bochaha (SC),91,25.90
2005-Feb,3,Abdus Salam,11763,14.60%,Communist Party Of India,Bochaha (SC),91,14.60
2005-Feb,4,Himanshu Shekhar Mallik,8067,10.00%,Independent,Bochaha (SC),91,10.00
2005-Feb,5,Sharla Devi,5608,7.00%,Lok Jan Shakti Party,Bochaha (SC),91,7.00
2005-Feb,6,Md. Haider,2657,3.30%,Independent,Bochaha (SC),91,3.30
2005-Feb,7,Ram Lakhan Mahto,1988,2.50%,Bahujan Samaj Party,Bochaha (SC),91,2.50
2005-Feb,8,Md. Saeed Alam,1721,2.10%,Independent,Bochaha (SC),91,2.10
2005-Feb,9,Irfanur Rahman,1397,1.70%,Rashtriya Lok Dal,Bochaha (SC),91,1.70
2005-Feb,10,Ehtashamul Hassan,994,1.20%,Samajwadi Party,Bochaha (SC),91,1.20
2005-Feb,1,Harinandan Yadav,23737,29.40%,Rashtriya Janata Dal,Sakra (SC),92,29.40
2005-Feb,2,Umakant Chodhary,17198,21.30%,Janata Dal (United),Sakra (SC),92,21.30
2005-Feb,3,Umadhar Prasad Singh,14215,17.60%,Independent,Sakra (SC),92,17.60
2005-Feb,4,Ambar Imam Hashmi,9421,11.70%,Indian National Congress,Sakra (SC),92,11.70
2005-Feb,5,Lalan Choudhary,3120,3.90%,Communist Party Of India (MARXIST),Sakra (SC),92,3.90
2005-Feb,6,Lakshmi Giri,2643,3.30%,Independent,Sakra (SC),92,3.30
2005-Feb,7,Jagannath Singh,2448,3.00%,Lok Jan Shakti Party,Sakra (SC),92,3.00
2005-Feb,8,Ram Nandan Bhagat,1828,2.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Sakra (SC),92,2.30
2005-Feb,9,Ghanshyam Prasad,1112,1.40%,Independent,Sakra (SC),92,1.40
2005-Feb,10,Jhingur Sahu,1077,1.30%,Apna Dal,Sakra (SC),92,1.30
2005-Feb,11,Raj Kumar Ram,1065,1.30%,Independent,Sakra (SC),92,1.30
2005-Feb,12,Nilambar Jha,898,1.10%,Shiv Sena,Sakra (SC),92,1.10
2005-Feb,13,Mansur Alam,805,1.00%,Bahujan Samaj Party,Sakra (SC),92,1.00
2005-Feb,14,Vipin Kr. Rai,721,0.90%,Krantikari Samyavadi Party,Sakra (SC),92,0.90
2005-Feb,15,Mahendra Yadav,519,0.60%,Independent,Sakra (SC),92,0.60
2005-Feb,1,Ashok Prasad Verma,36848,36.20%,Rashtriya Janata Dal,Kurhani,93,36.20
2005-Feb,2,Ashwamedh Devi,33495,32.90%,Janata Dal (United),Kurhani,93,32.90
2005-Feb,3,Chandra Bali Thakur,13641,13.40%,Indian National Congress,Kurhani,93,13.40
2005-Feb,4,Ramvali Singh,5222,5.10%,Independent,Kurhani,93,5.10
2005-Feb,5,Sita Sinha,2940,2.90%,Independent,Kurhani,93,2.90
2005-Feb,6,Baiju Sah,2036,2.00%,Rashtriya Lok Dal,Kurhani,93,2.00
2005-Feb,7,Shivchand Ram,1952,1.90%,Independent,Kurhani,93,1.90
2005-Feb,8,Sunil Kumar 'suman',1950,1.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kurhani,93,1.90
2005-Feb,9,Lalan Kumar,1522,1.50%,Bahujan Samaj Party,Kurhani,93,1.50
2005-Feb,10,Neelam Sinha,1086,1.10%,Lok Jan Shakti Party,Kurhani,93,1.10
2005-Feb,11,Vinay Ranjan,1032,1.00%,Samajwadi Party,Kurhani,93,1.00
2005-Feb,1,Maheshwar Hajari,38147,41.80%,Lok Jan Shakti Party,Muzaffarpur,94,41.80
2005-Feb,2,Sanjay Paswan,32318,35.40%,Rashtriya Janata Dal,Muzaffarpur,94,35.40
2005-Feb,3,Rabindar Rajak,6701,7.40%,Janata Dal (United),Muzaffarpur,94,7.40
2005-Feb,4,Jeebachh Paswan,3369,3.70%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Muzaffarpur,94,3.70
2005-Feb,5,Vijay Paswan,2944,3.20%,Independent,Muzaffarpur,94,3.20
2005-Feb,6,Subai Sada,2396,2.60%,Independent,Muzaffarpur,94,2.60
2005-Feb,7,Upendra Ram,1960,2.20%,Independent,Muzaffarpur,94,2.20
2005-Feb,8,Sidheswar Ram,1901,2.10%,Bahujan Samaj Party,Muzaffarpur,94,2.10
2005-Feb,9,Satish Mahto,1490,1.60%,Independent,Muzaffarpur,94,1.60
2005-Feb,1,Ram Nath Thakur,53202,49.20%,Janata Dal (United),Kanti,95,49.20
2005-Feb,2,Shahid Ahmad,29965,27.70%,Rashtriya Janata Dal,Kanti,95,27.70
2005-Feb,3,Arun Kumar Singh,12946,12.00%,Lok Jan Shakti Party,Kanti,95,12.00
2005-Feb,4,Dilip Kumar Raj Kushwaha,3966,3.70%,Bahujan Samaj Party,Kanti,95,3.70
2005-Feb,5,Umesh Kumar,2221,2.10%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kanti,95,2.10
2005-Feb,6,Aresh Paswan,2098,1.90%,Independent,Kanti,95,1.90
2005-Feb,7,Ashok Singh,1350,1.30%,Independent,Kanti,95,1.30
2005-Feb,8,Umesh Mahto,1180,1.10%,Independent,Kanti,95,1.10
2005-Feb,9,Asha Devi,1139,1.10%,Rashtriya Lok Dal,Kanti,95,1.10
2005-Feb,1,Ram Chandra Singh Nishad,38226,36.40%,Rashtriya Janata Dal,Baruraj,96,36.40
2005-Feb,2,Sajan Kumar Mishra,28750,27.40%,Lok Jan Shakti Party,Baruraj,96,27.40
2005-Feb,3,Ajit Kumar Mehta,19998,19.00%,Janata Dal (United),Baruraj,96,19.00
2005-Feb,4,Raushan Das,3352,3.20%,Independent,Baruraj,96,3.20
2005-Feb,5,Hasim,2972,2.80%,Independent,Baruraj,96,2.80
2005-Feb,6,Balmiki Prasad Singh,2596,2.50%,Independent,Baruraj,96,2.50
2005-Feb,7,Md. Chand,2577,2.50%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Baruraj,96,2.50
2005-Feb,8,Lal Bahadur Pandit,1951,1.90%,Independent,Baruraj,96,1.90
2005-Feb,9,Raj Kumar Ram,1859,1.80%,Bahujan Samaj Party,Baruraj,96,1.80
2005-Feb,10,Rameshwar Yadav,1790,1.70%,Independent,Baruraj,96,1.70
2005-Feb,11,Bimla Devi,1004,1.00%,Samajwadi Party,Baruraj,96,1.00
2005-Feb,1,Ajay Kumar Bulganin,53872,49.00%,Lok Jan Shakti Party,Paroo,97,49.00
2005-Feb,2,Rana Gangeshwar Prasad Singh,29482,26.80%,Janata Dal (United),Paroo,97,26.80
2005-Feb,3,Ramchandra Rai,17824,16.20%,Rashtriya Janata Dal,Paroo,97,16.20
2005-Feb,4,Sunil Kumar Rai,3149,2.90%,Independent,Paroo,97,2.90
2005-Feb,5,Ramvivek Paswan,2866,2.60%,Independent,Paroo,97,2.60
2005-Feb,6,Devendra Kumar Das,2726,2.50%,Bahujan Samaj Party,Paroo,97,2.50
2005-Feb,1,Sheel Kumar Roy,52497,45.10%,Lok Jan Shakti Party,Sahebganj,98,45.10
2005-Feb,2,Ram Lakhan Mahto,38461,33.00%,Rashtriya Janata Dal,Sahebganj,98,33.00
2005-Feb,3,Dr. Krishna Murari Sah,10296,8.80%,Janata Dal (United),Sahebganj,98,8.80
2005-Feb,4,Vijaywant Kumar Chaudhary,6067,5.20%,Independent,Sahebganj,98,5.20
2005-Feb,5,Kanta Devi,4360,3.80%,Bahujan Samaj Party,Sahebganj,98,3.80
2005-Feb,6,Md. Nausad,2698,2.30%,Samajwadi Party,Sahebganj,98,2.30
2005-Feb,7,Ghanshyam Bharti,2038,1.80%,Independent,Sahebganj,98,1.80
2005-Feb,1,Ram Deo Verma,50464,41.50%,Communist Party Of India (MARXIST),Baikunthpur,99,41.50
2005-Feb,2,Ram Balak Singh,49622,40.80%,Lok Jan Shakti Party,Baikunthpur,99,40.80
2005-Feb,3,Jagannath Thakur,6597,5.40%,Bharatiya Janta Party,Baikunthpur,99,5.40
2005-Feb,4,Kailash Paswan,3474,2.90%,Independent,Baikunthpur,99,2.90
2005-Feb,5,Ram Sagar Mahto,3364,2.80%,Independent,Baikunthpur,99,2.80
2005-Feb,6,Ramnath Paswan,2297,1.90%,Independent,Baikunthpur,99,1.90
2005-Feb,7,Rameshwar Mahto,2207,1.80%,Bahujan Samaj Party,Baikunthpur,99,1.80
2005-Feb,8,Phulbabu Singh,2183,1.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Baikunthpur,99,1.80
2005-Feb,9,Ram Naresh Yadav,1508,1.20%,Independent,Baikunthpur,99,1.20
2005-Feb,1,Gajendra Prasad Singh,45906,45.90%,Rashtriya Janata Dal,Barauli,100,45.90
2005-Feb,2,Ashok Kumar,30984,31.00%,Janata Dal (United),Barauli,100,31.00
2005-Feb,3,Vijay Kumar Chaudhry,13761,13.80%,Indian National Congress,Barauli,100,13.80
2005-Feb,4,Ram Ku.Pr.Singh,2924,2.90%,Independent,Barauli,100,2.90
2005-Feb,5,Upendra Das,2332,2.30%,Bahujan Samaj Party,Barauli,100,2.30
2005-Feb,6,Imteyaz Alam,1595,1.60%,Apna Dal,Barauli,100,1.60
2005-Feb,7,Awadhesh Kumar Jha,1541,1.50%,Independent,Barauli,100,1.50
2005-Feb,8,Yogendra Malik,1044,1.00%,Independent,Barauli,100,1.00
2005-Feb,1,Dr. Ashok Kumar,35514,38.80%,Indian National Congress,Gopalganj,101,38.80
2005-Feb,2,Ramotar Paswan,16973,18.60%,Independent,Gopalganj,101,18.60
2005-Feb,3,Dasai Choudhary,15746,17.20%,Janata Dal (United),Gopalganj,101,17.20
2005-Feb,4,Laliteshwar Paswan,9236,10.10%,Communist Party Of India (MARXIST),Gopalganj,101,10.10
2005-Feb,5,Ratnesh Sada,5707,6.20%,Samajwadi Party,Gopalganj,101,6.20
2005-Feb,6,Sunil Kumar Rajak,2579,2.80%,Rashtriya Lok Seva Morcha,Gopalganj,101,2.80
2005-Feb,7,Pratibha Kumari,2380,2.60%,Samata Party,Gopalganj,101,2.60
2005-Feb,8,Bhageshwar Paswan,1695,1.90%,Bahujan Samaj Party,Gopalganj,101,1.90
2005-Feb,9,Raghunath Sada,1604,1.80%,Apna Dal,Gopalganj,101,1.80
2005-Feb,1,Sunil Kumar Puspam,31397,36.60%,Rashtriya Janata Dal,Kuchaikote,102,36.60
2005-Feb,2,Ram Narayan Mandal,25092,29.30%,Lok Jan Shakti Party,Kuchaikote,102,29.30
2005-Feb,3,Gajendra Prasad Himanshu,11777,13.70%,Janata Dal (United),Kuchaikote,102,13.70
2005-Feb,4,Rudra Narayan Prasad Dinkar,2643,3.10%,Independent,Kuchaikote,102,3.10
2005-Feb,5,Jamun Paswan,2265,2.60%,Independent,Kuchaikote,102,2.60
2005-Feb,6,Ganga Sagar Ram,2187,2.60%,Bahujan Samaj Party,Kuchaikote,102,2.60
2005-Feb,7,Dinesh Kumar,1869,2.20%,Independent,Kuchaikote,102,2.20
2005-Feb,8,Ram Chandra Millik,1862,2.20%,Independent,Kuchaikote,102,2.20
2005-Feb,9,Santosh Kumar Suman,1827,2.10%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kuchaikote,102,2.10
2005-Feb,10,Ghuran Mukhiya,1645,1.90%,Apna Dal,Kuchaikote,102,1.90
2005-Feb,11,Surendra Mohan Yadav,1382,1.60%,Samajwadi Party,Kuchaikote,102,1.60
2005-Feb,12,Sheela Singh,1306,1.50%,Indian National Congress,Kuchaikote,102,1.50
2005-Feb,13,Rajani Kant Jha,517,0.60%,Nationalist Congress Party,Kuchaikote,102,0.60
2005-Feb,1,Srinarayan Yadav,28252,30.30%,Rashtriya Janata Dal,Bhorey (SC),103,30.30
2005-Feb,2,Jamshed Asraf,27436,29.40%,Lok Jan Shakti Party,Bhorey (SC),103,29.40
2005-Feb,3,Krishna Mohan Yadav,23340,25.00%,Janata Dal (United),Bhorey (SC),103,25.00
2005-Feb,4,Suresh Bhagat,2702,2.90%,Independent,Bhorey (SC),103,2.90
2005-Feb,5,Dr.Gorelal Yadav,2546,2.70%,Samajwadi Party,Bhorey (SC),103,2.70
2005-Feb,6,Vishnu Priya,1814,1.90%,Bahujan Samaj Party,Bhorey (SC),103,1.90
2005-Feb,7,Vijay Ram,1792,1.90%,Rashtriya Lok Seva Morcha,Bhorey (SC),103,1.90
2005-Feb,8,S.M.Noor Alam,1685,1.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Bhorey (SC),103,1.80
2005-Feb,9,Kamni Devi,1658,1.80%,Samata Party,Bhorey (SC),103,1.80
2005-Feb,10,Valeshwar Ajad,1265,1.40%,Samajwadi Janata Party (RASHTRIYA),Bhorey (SC),103,1.40
2005-Feb,11,Natrajan Sah,838,0.90%,Independent,Bhorey (SC),103,0.90
2005-Feb,1,Narender Kumar Singh,54016,52.00%,Independent,Hathua,104,52.00
2005-Feb,2,Rajendra Rajan,26703,25.70%,Communist Party Of India,Hathua,104,25.70
2005-Feb,3,Pramod Kumar Sharma,9513,9.20%,Janata Dal (United),Hathua,104,9.20
2005-Feb,4,Dr.Dhamendra Patel,6363,6.10%,Lok Jan Shakti Party,Hathua,104,6.10
2005-Feb,5,Niranjan Rai Patel,5519,5.30%,Bahujan Samaj Party,Hathua,104,5.30
2005-Feb,6,Shashi Dhar Jha,1837,1.80%,Samajwadi Party,Hathua,104,1.80
2005-Feb,1,Bhola Singh,32052,28.90%,Bharatiya Janta Party,Siwan,105,28.90
2005-Feb,2,Kamli Mahto,28182,25.40%,Communist Party Of India,Siwan,105,25.40
2005-Feb,3,Abhay Kumar Singh,25663,23.20%,Indian National Congress,Siwan,105,23.20
2005-Feb,4,Rajendra Prasad Singh,12888,11.60%,Communist Party Of India (MARXIST),Siwan,105,11.60
2005-Feb,5,Sanjay Kumar,3064,2.80%,Samata Party,Siwan,105,2.80
2005-Feb,6,Laxmi Sahu,2894,2.60%,Samajwadi Party,Siwan,105,2.60
2005-Feb,7,Narayan Prasad Hisaria,2733,2.50%,Independent,Siwan,105,2.50
2005-Feb,8,Arun Kumar,2197,2.00%,Bahujan Samaj Party,Siwan,105,2.00
2005-Feb,9,Chandra Bhushan Paswan,1152,1.00%,Independent,Siwan,105,1.00
2005-Feb,1,Rajendra Prasad Singh,44451,43.00%,Communist Party Of India,Ziradei,106,43.00
2005-Feb,2,Padip Rai,39532,38.30%,Lok Jan Shakti Party,Ziradei,106,38.30
2005-Feb,3,Ram Krishna Singh,6313,6.10%,Independent,Ziradei,106,6.10
2005-Feb,4,Ram Naresh Prasad Singh,6002,5.80%,Independent,Ziradei,106,5.80
2005-Feb,5,Sapna Devi,2102,2.00%,Bahujan Samaj Party,Ziradei,106,2.00
2005-Feb,6,Birender Kumar Sahu,1917,1.90%,Apna Dal,Ziradei,106,1.90
2005-Feb,7,Gopal Rai,1499,1.50%,Independent,Ziradei,106,1.50
2005-Feb,8,Khakhon Yadav,1457,1.40%,Independent,Ziradei,106,1.40
2005-Feb,1,Ramdeo Rai,39328,38.50%,Independent,Darauli (SC),107,38.50
2005-Feb,2,Awadhesh Kumar Rai,31058,30.40%,Communist Party Of India,Darauli (SC),107,30.40
2005-Feb,3,Uttam Kumar Yadav,13124,12.80%,Rashtriya Janata Dal,Darauli (SC),107,12.80
2005-Feb,4,Yugeshwar Gop,5783,5.70%,Lok Jan Shakti Party,Darauli (SC),107,5.70
2005-Feb,5,Ramashraya Mahato,4061,4.00%,Independent,Darauli (SC),107,4.00
2005-Feb,6,Rajo Tanti,2383,2.30%,Apna Dal,Darauli (SC),107,2.30
2005-Feb,7,Tilakdhari Rai,1418,1.40%,Independent,Darauli (SC),107,1.40
2005-Feb,8,Anil Singh,1380,1.40%,Samata Party,Darauli (SC),107,1.40
2005-Feb,9,Lalita Paswan,1045,1.00%,Bahujan Samaj Party,Darauli (SC),107,1.00
2005-Feb,10,Ashok Rai,966,1.00%,Independent,Darauli (SC),107,1.00
2005-Feb,11,Ganga Prasad Yadav,954,0.90%,Krantikari Samyavadi Party,Darauli (SC),107,0.90
2005-Feb,12,Md. Moeen Ansari,683,0.70%,Samajwadi Party,Darauli (SC),107,0.70
2005-Feb,1,Anil Choudhary,32741,34.70%,Lok Jan Shakti Party,Raghunathpur,108,34.70
2005-Feb,2,Radha Krishna Singh,32235,34.10%,Rashtriya Janata Dal,Raghunathpur,108,34.10
2005-Feb,3,Prabhu Sahani,9177,9.70%,Janata Dal (United),Raghunathpur,108,9.70
2005-Feb,4,Janki Devi,3965,4.20%,Independent,Raghunathpur,108,4.20
2005-Feb,5,Upendra Prasad Singh,3303,3.50%,Samajwadi Party,Raghunathpur,108,3.50
2005-Feb,6,Raj Kishor Mahto,2884,3.10%,Independent,Raghunathpur,108,3.10
2005-Feb,7,Naresh Kumar Das,2481,2.60%,Samata Party,Raghunathpur,108,2.60
2005-Feb,8,Dina Nath Paswan,2360,2.50%,Bahujan Samaj Party,Raghunathpur,108,2.50
2005-Feb,9,Anjana Raghav,2247,2.40%,Independent,Raghunathpur,108,2.40
2005-Feb,10,Ram Balak Sahani,2042,2.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Raghunathpur,108,2.20
2005-Feb,11,Gulab Paswan,1032,1.10%,Apna Dal,Raghunathpur,108,1.10
2005-Feb,1,Ram Binod Paswan,33639,35.60%,Communist Party Of India,Daraundha,109,35.60
2005-Feb,2,Ramanand Ram,19207,20.40%,Rashtriya Janata Dal,Daraundha,109,20.40
2005-Feb,3,Dhirendra Kumar,17899,19.00%,Lok Jan Shakti Party,Daraundha,109,19.00
2005-Feb,4,Rajendra Paswan,10514,11.10%,Bharatiya Janta Party,Daraundha,109,11.10
2005-Feb,5,Nand Kishor Sada,2832,3.00%,Samajwadi Party,Daraundha,109,3.00
2005-Feb,6,Shiv Narayan Ram,2325,2.50%,Bahujan Samaj Party,Daraundha,109,2.50
2005-Feb,7,Ram Shankar Paswan,2214,2.40%,Independent,Daraundha,109,2.40
2005-Feb,8,Raja Ram Arya,2175,2.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Daraundha,109,2.30
2005-Feb,9,Upendra Paswan,1429,1.50%,Independent,Daraundha,109,1.50
2005-Feb,10,Paltan Sada,1146,1.20%,Apna Dal,Daraundha,109,1.20
2005-Feb,11,Arun Paswan,993,1.10%,Independent,Daraundha,109,1.10
2005-Feb,1,"Niraj Kumar Singh ""bablu""",27601,23.00%,Janata Dal (United),Barharia,110,23.00
2005-Feb,2,Md. Zeyauddin,24102,20.10%,Bahujan Samaj Party,Barharia,110,20.10
2005-Feb,3,Uday Prakash Goit,23325,19.40%,Rashtriya Janata Dal,Barharia,110,19.40
2005-Feb,4,Lakhan Thakur,12526,10.40%,Independent,Barharia,110,10.40
2005-Feb,5,Nilu Mishra,9926,8.30%,Lok Jan Shakti Party,Barharia,110,8.30
2005-Feb,6,Saroj Kumar,8675,7.20%,Rashtriya Samanta Dal,Barharia,110,7.20
2005-Feb,7,Ramesh Prasad Yadav,5891,4.90%,Independent,Barharia,110,4.90
2005-Feb,8,Kailash Prasad Yadav,3138,2.60%,Independent,Barharia,110,2.60
2005-Feb,9,Ramdeo Sharma,2258,1.90%,Independent,Barharia,110,1.90
2005-Feb,10,Ashok Sah,1410,1.20%,Independent,Barharia,110,1.20
2005-Feb,11,Md. Mahtab Alam,1285,1.10%,National Loktantrik Party,Barharia,110,1.10
2005-Feb,1,Anirudha Prasad Yadav,42696,43.00%,Janata Dal (United),Goriakothi,111,43.00
2005-Feb,2,Bijay Kumar Gupta,22203,22.40%,Lok Jan Shakti Party,Goriakothi,111,22.40
2005-Feb,3,Yadubansh Kumar Yadav,17180,17.30%,Rashtriya Janata Dal,Goriakothi,111,17.30
2005-Feb,4,Ram Udgar Yadav,5270,5.30%,Independent,Goriakothi,111,5.30
2005-Feb,5,Aman Kumar Samajsebi,3190,3.20%,Independent,Goriakothi,111,3.20
2005-Feb,6,Shivji Sah,2456,2.50%,Indian Justice Party,Goriakothi,111,2.50
2005-Feb,7,Prakash Chandra Mehta,2382,2.40%,Rashtriya Samanta Dal,Goriakothi,111,2.40
2005-Feb,8,Bhogi Mandal,2233,2.30%,Rashtravadi Janata Party,Goriakothi,111,2.30
2005-Feb,9,Upendra Prasad Mehta,1670,1.70%,Bahujan Samaj Party,Goriakothi,111,1.70
2005-Feb,1,Bijendra Prasad Yadav,35498,32.20%,Janata Dal (United),Maharajganj,112,32.20
2005-Feb,2,Israil Rayeen,33420,30.30%,Rashtriya Janata Dal,Maharajganj,112,30.30
2005-Feb,3,Banshmani Singh,16389,14.90%,Indian National Congress,Maharajganj,112,14.90
2005-Feb,4,Ram Kinkar Mandal,14568,13.20%,Independent,Maharajganj,112,13.20
2005-Feb,5,Suresh Kumar Azad,2602,2.40%,Independent,Maharajganj,112,2.40
2005-Feb,6,Basudeo Mandal,1643,1.50%,Samata Party,Maharajganj,112,1.50
2005-Feb,7,Md. Barkat Ali Rayee,1609,1.50%,Bahujan Samaj Party,Maharajganj,112,1.50
2005-Feb,8,Mohd. Kamaluddin,1467,1.30%,Jai Hind Party,Maharajganj,112,1.30
2005-Feb,9,Phalindra Kr. Sah,1102,1.00%,Independent,Maharajganj,112,1.00
2005-Feb,10,Shiv Shankar Singh,1048,1.00%,Samajwadi Janata Party (RASHTRIYA),Maharajganj,112,1.00
2005-Feb,11,Narayan Mandal,901,0.80%,Shiv Sena,Maharajganj,112,0.80
2005-Feb,1,Vishwa Mohan Kumar,38606,42.70%,Lok Jan Shakti Party,Ekma,113,42.70
2005-Feb,2,Anup Lal Yadav,31744,35.10%,Rashtriya Janata Dal,Ekma,113,35.10
2005-Feb,3,Nirmal Kumar Nirala,9039,10.00%,Bharatiya Janta Party,Ekma,113,10.00
2005-Feb,4,Shiv Hari Agrawal,3556,3.90%,Independent,Ekma,113,3.90
2005-Feb,5,Jagdish Prasad Yadav,2008,2.20%,Independent,Ekma,113,2.20
2005-Feb,6,Munga Lal Sah,1902,2.10%,Bahujan Samaj Party,Ekma,113,2.10
2005-Feb,7,Jai Kumar Sardar,1496,1.70%,Apna Dal,Ekma,113,1.70
2005-Feb,8,Dilip Kumar,1086,1.20%,Independent,Ekma,113,1.20
2005-Feb,9,Deep Narayan Mandal,953,1.10%,Samata Party,Ekma,113,1.10
2005-Feb,1,Mahendra Narayan Sardar,32303,39.00%,Rashtriya Janata Dal,Manjhi,114,39.00
2005-Feb,2,Vishwa Mohan Bharti,30860,37.30%,Janata Dal (United),Manjhi,114,37.30
