ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2015,11,Laxmikant Rishi,684,0.40%,Kisan Shakti Jantantrik Party,Korha,69,0.40
2015,12,Manoj Kumar,541,0.30%,Janta Dal Rashtravadi,Korha,69,0.30
2015,13,Manju Devi,527,0.30%,Ittehad-E-Millait Council,Korha,69,0.30
2015,1,Narendra Narayan Yadav,87962,45.70%,Janata Dal (United),Alamnagar,70,45.70
2015,2,Chandan Singh,44086,22.90%,Lok Jan Shakti Party,Alamnagar,70,22.90
2015,3,Shashi Bhushan Singh,18919,9.80%,Independent,Alamnagar,70,9.80
2015,4,Nirmal Paswan,7375,3.80%,Jharkhand Mukti Morcha,Alamnagar,70,3.80
2015,5,Jai Prakash Singh,5333,2.80%,Jan Adhikar Party (Loktantrik),Alamnagar,70,2.80
2015,6,Shyamdeo Paswan,4905,2.60%,Independent,Alamnagar,70,2.60
2015,7,Ramdev Singh,3812,2.00%,Communist Party Of India,Alamnagar,70,2.00
2015,8,Prashant Kumar Sinha,3170,1.70%,Independent,Alamnagar,70,1.70
2015,9,Banarsi Mandal,2183,1.10%,Independent,Alamnagar,70,1.10
2015,10,Gopal Kumar Radhe Radhe,2000,1.00%,Independent,Alamnagar,70,1.00
2015,11,Rajendra Prasad Mahto,1829,1.00%,Independent,Alamnagar,70,1.00
2015,12,Ravindra Singh,1764,0.90%,Bahujan Samaj Party,Alamnagar,70,0.90
2015,13,Mukhtar,1581,0.80%,Garib Janta Dal (Secular),Alamnagar,70,0.80
2015,14,Sandeep Kumar,924,0.50%,Janta Dal Rashtravadi,Alamnagar,70,0.50
2015,15,Rachana Kumari,818,0.40%,Bahujan Mukti Party,Alamnagar,70,0.40
2015,1,Niranjan Kumar Mehta,78361,45.30%,Janata Dal (United),Bibhutpur,138,45.30
2015,2,Ravindra Charan Yadav,49108,28.40%,Bharatiya Janta Party,Bibhutpur,138,28.40
2015,3,Swet Kamal,12218,7.10%,Jan Adhikar Party (Loktantrik),Bibhutpur,138,7.10
2015,4,Brahamchari Vishnu Prabhakar,4915,2.80%,Independent,Bibhutpur,138,2.80
2015,5,Nikhil Kumar Jha,4653,2.70%,Communist Party Of India,Bibhutpur,138,2.70
2015,6,Shanti Devi,4339,2.50%,Independent,Bibhutpur,138,2.50
2015,7,Manoj Kumar Yadav,4318,2.50%,Independent,Bibhutpur,138,2.50
2015,8,Khwaja Gulam Husain,3520,2.00%,Independent,Bibhutpur,138,2.00
2015,9,Pratibha Kumari,1859,1.10%,Bahujan Samaj Party,Bibhutpur,138,1.10
2015,10,Bebi Devi,1541,0.90%,Independent,Bibhutpur,138,0.90
2015,11,Mithilesh Kumar Mehta,1292,0.80%,Jharkhand Mukti Morcha,Bibhutpur,138,0.80
2015,12,Abhay Chandra Jha,1287,0.70%,Shiv Sena,Bibhutipur,138,0.70
2015,13,Kamlesh Mehta,1149,0.70%,Independent,Bibhutipur,138,0.70
2015,14,Navin Kumar Mehta,868,0.50%,Bharat Vikas Morcha,Bibhutipur,138,0.50
2015,15,Kaushal Kumar,841,0.50%,Bharatiya Jan Kranti Dal (Democratic),Bibhutipur,138,0.50
2015,1,Ramesh Rishidev,83073,49.50%,Janata Dal (United),Singheshwar,72,49.50
2015,2,Manju Devi,32873,19.60%,Hindustani Awam Morcha (Secular),Singheshwar,72,19.60
2015,3,Amit Kumar Bharti,15106,9.00%,Jan Adhikar Party (Loktantrik),Singheshwar,72,9.00
2015,4,Rajkishor Sardar,6924,4.10%,Communist Party Of India (MARXIST),Singheshwar,72,4.10
2015,5,Indo Devi,4098,2.40%,Bahujan Samaj Party,Singheshwar,72,2.40
2015,6,Jagdev Ram,3498,2.10%,Independent,Singheshwar,72,2.10
2015,7,Lalan Paswan,3220,1.90%,Janta Dal Rashtravadi,Singheshwar,72,1.90
2015,8,Achhe Lal Sharma,3048,1.80%,Independent,Singheshwar,72,1.80
2015,9,Sanjay Paswan,2767,1.70%,Bharatiya Jan Kranti Dal (Democratic),Singheshwar,72,1.70
2015,10,Agamlal Rishidev,2583,1.50%,Independent,Singheshwar,72,1.50
2015,11,Dinesh Rishi Dev,2080,1.20%,The National Road Map Party Of India,Singheshwar,72,1.20
2015,12,Upendra Ram,1784,1.10%,Garib Janta Dal (Secular),Singheshwar,72,1.10
2015,1,Chandra Shekhar,90974,49.50%,Rashtriya Janata Dal,Madhepura,73,49.50
2015,2,"Vijay Kumar "" Bimal""",53332,29.00%,Bharatiya Janta Party,Madhepura,73,29.00
2015,3,Ashok Kumar,6833,3.70%,Jan Adhikar Party (Loktantrik),Madhepura,73,3.70
2015,4,Jyoti Mandal,4386,2.40%,Independent,Madhepura,73,2.40
2015,5,Ala Udin,3605,2.00%,Independent,Madhepura,73,2.00
2015,6,Vishal Kumar,2839,1.60%,Independent,Madhepura,73,1.60
2015,7,Ganesh Manav,2549,1.40%,Communist Party Of India (MARXIST),Madhepura,73,1.40
2015,8,Kapildev Paswan,2323,1.30%,Bahujan Samaj Party,Madhepura,73,1.30
2015,9,Vinod Kumar,2224,1.20%,Hind Congress Party,Madhepura,73,1.20
2015,10,Vijendra Yadav,2177,1.20%,Janta Dal Rashtravadi,Madhepura,73,1.20
2015,11,Manish Kumar,1516,0.80%,Bahujan Mukti Party,Madhepura,73,0.80
2015,12,Md. Ali,1464,0.80%,Independent,Madhepura,73,0.80
2015,13,Dinesh Yadav Urf Phogi,1438,0.80%,Garib Janta Dal (Secular),Madhepura,73,0.80
2015,14,Suresh Prasad Yadav,1229,0.70%,Independent,Madhepura,73,0.70
2015,15,Kameshwar Yadav,1193,0.70%,Bharatiya Jan Kranti Dal (Democratic),Madhepura,73,0.70
2015,16,Kamal Kumar,1072,0.60%,Sarvajan Kalyan Loktantrik Party,Madhepura,73,0.60
2015,17,Om Prakash Bharti,863,0.50%,Maanavvaadi Janta Party,Madhepura,73,0.50
2015,18,Md. Tahir,798,0.40%,The National Road Map Party Of India,Madhepura,73,0.40
2015,1,Ratnesh Sada,88789,59.70%,Janata Dal (United),Sonbarsa,74,59.70
2015,2,Sarita Devi,35026,23.50%,Lok Jan Shakti Party,Sonbarsa,74,23.50
2015,3,Manoj Paswan,5443,3.70%,Jan Adhikar Party (Loktantrik),Sonbarsa,74,3.70
2015,4,Rajkumar Chaudhary,4830,3.30%,Communist Party Of India,Sonbarsa,74,3.30
2015,5,Prithvi Chand Sada,2246,1.50%,Independent,Sonbarsa,74,1.50
2015,6,Chandan Rishideo,2238,1.50%,Maanavvaadi Janta Party,Sonbarsa,74,1.50
2015,7,Satyanarayan Paswan,2007,1.40%,Bahujan Mukti Party,Sonbarsa,74,1.40
2015,8,Rajesh Ram,1809,1.20%,Bahujan Samaj Party,Sonbarsa,74,1.20
2015,1,Arun Kumar,102850,53.00%,Rashtriya Janata Dal,Saharsa,75,53.00
2015,2,Alok Ranjan,63644,32.80%,Bharatiya Janta Party,Saharsa,75,32.80
2015,3,Sanjana Devi,6618,3.40%,Jan Adhikar Party (Loktantrik),Saharsa,75,3.40
2015,4,Ramesh Kumar Sharma,3853,2.00%,Independent,Saharsa,75,2.00
2015,5,Vinod Kumar,3253,1.70%,Communist Party Of India (MARXIST),Saharsa,75,1.70
2015,6,Ranveer Kumar,1878,1.00%,Independent,Saharsa,75,1.00
2015,7,Nirmal Mishra,1125,0.60%,Akhil Bhartiya Mithila Party,Saharsa,75,0.60
2015,8,Madhav Prasad Mukhiya,938,0.50%,Sarvajan Kalyan Loktantrik Party,Saharsa,75,0.50
2015,9,Ram Shankar Kumar,891,0.50%,Garib Janta Dal (Secular),Saharsa,75,0.50
2015,10,Badri Sharma,869,0.50%,Bahujan Kranti Party (Marxwad-Ambedkarwad),Saharsa,75,0.50
2015,11,Kumar Gajendra Singh,866,0.50%,Independent,Saharsa,75,0.50
2015,12,Shambhu Sah,809,0.40%,Bahujan Samaj Party,Saharsa,75,0.40
2015,13,Naresh Prasad Sah,579,0.30%,Bahujan Mukti Party,Saharsa,75,0.30
2015,14,Dhirendra Kumar,563,0.30%,National Janta Party (Indian),Saharsa,75,0.30
2015,1,Dinesh Chandra Yadav,78514,47.50%,Janata Dal (United),Simri Bakhtiarpur,76,47.50
2015,2,Yusuf Salahuddin,40708,24.60%,Lok Jan Shakti Party,Simri Bakhtiarpur,76,24.60
2015,3,Ritesh Ranjan,9847,6.00%,Independent,Simri Bakhtiarpur,76,6.00
2015,4,Ganesh Mukhiya Nishad,6843,4.10%,Sarvajan Kalyan Loktantrik Party,Simri Bakhtiarpur,76,4.10
2015,5,Yaduvansh Roy,3766,2.30%,Independent,Simri Bakhtiarpur,76,2.30
2015,6,Dinesh Kumar Choudhary,3717,2.30%,Jharkhand Mukti Morcha,Simri Bakhtiarpur,76,2.30
2015,7,Arbind Kumar Singh,3705,2.20%,Independent,Simri Bakhtiarpur,76,2.20
2015,8,Upendra Yadav,2290,1.40%,Independent,Simri Bakhtiarpur,76,1.40
2015,9,Dharamavir Yadav,1825,1.10%,Jan Adhikar Party (Loktantrik),Simri Bakhtiarpur,76,1.10
2015,10,Binod Paswan,1762,1.10%,Bahujan Samaj Party,Simri Bakhtiarpur,76,1.10
2015,11,Arvind Kumar,1603,1.00%,Independent,Simri Bakhtiarpur,76,1.00
2015,12,Umesh Chandra Bharti,1277,0.80%,Akhil Bhartiya Mithila Party,Simri Bakhtiarpur,76,0.80
2015,13,Sanjay Singh Chauhan,937,0.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Simri Bakhtiarpur,76,0.60
2015,14,Sri Kant Poddar,838,0.50%,Rashtravadi Janata Party,Simri Bakhtiarpur,76,0.50
2015,1,Dr. Abdul Ghafoor,56436,38.80%,Rashtriya Janata Dal,Mahishi,77,38.80
2015,2,Chandan Kumar Sah,30301,20.80%,Rashtriya Lok Samta Party,Mahishi,77,20.80
2015,3,Gautam Krishna,19958,13.70%,Jan Adhikar Party (Loktantrik),Mahishi,77,13.70
2015,4,Punam Deo,11361,7.80%,Independent,Mahishi,77,7.80
2015,5,Surendra Yadav,6281,4.30%,Independent,Mahishi,77,4.30
2015,6,Bimal Kant Jha,2409,1.70%,Independent,Mahishi,77,1.70
2015,7,Rajkishor Sada,1835,1.30%,Independent,Mahishi,77,1.30
2015,8,Nanhe Khan,1777,1.20%,Bahujan Samaj Party,Mahishi,77,1.20
2015,9,Subodh Panday,1702,1.20%,Independent,Mahishi,77,1.20
2015,10,Maharudra Jha,1096,0.80%,Independent,Mahishi,77,0.80
2015,11,Nausad Alam,1074,0.70%,Independent,Mahishi,77,0.70
2015,12,Lalan Yadav,1034,0.70%,Communist Party Of India (Marxist-Leninist) (Liberation),Mahishi,77,0.70
2015,13,Dhirendra Pathak,909,0.60%,Independent,Mahishi,77,0.60
2015,14,Vijay Kumar Gupta,705,0.50%,National Janta Party (Indian),Mahishi,77,0.50
2015,1,Shashi Bhusan Hazari,50062,43.10%,Janata Dal (United),Kusheshwar Asthan,78,43.10
2015,2,Dhananjay Kumar Alias Mrinal Paswan,30212,26.00%,Lok Jan Shakti Party,Kusheshwar Asthan,78,26.00
2015,3,Rajendra Prasad,5706,4.90%,Communist Party Of India,Kusheshwar Asthan,78,4.90
2015,4,Vinay Kumar,4678,4.00%,Independent,Kusheshwar Asthan,78,4.00
2015,5,Ganesh Kumar Alias Ganesh Kumar Paswan,3733,3.20%,Independent,Kusheshwar Asthan,78,3.20
2015,6,Kameshwar Ram,3570,3.10%,Bahujan Samaj Party,Kusheshwar Asthan,78,3.10
2015,7,Shyam Sundar Sardar,2850,2.50%,Jan Adhikar Party (Loktantrik),Kusheshwar Asthan,78,2.50
2015,8,Bhupesh Bhuwan Bharti Alias Pappu Paswan,2772,2.40%,Independent,Kusheshwar Asthan,78,2.40
2015,9,Rajesh Paswan,2105,1.80%,Garib Janta Dal (Secular),Kusheshwar Asthan,78,1.80
2015,10,Turanti Sada,1779,1.50%,Sarvajan Kalyan Loktantrik Party,Kusheshwar Asthan,78,1.50
2015,11,Lal Mohar Sada,1586,1.40%,Bharat Nirman Party,Kusheshwar Asthan,78,1.40
2015,1,Madan Sahni,51403,42.70%,Janata Dal (United),Gora Bauram,79,42.70
2015,2,Vinod Sahni,37341,31.00%,Lok Jan Shakti Party,Gora Bauram,79,31.00
2015,3,Randhir Chaudhary,6218,5.20%,Independent,Gora Bauram,79,5.20
2015,4,Mohammad Nisar Alam,5725,4.80%,Independent,Gora Bauram,79,4.80
2015,5,Binod Kumar Mandal,3050,2.50%,Bahujan Samaj Party,Gora Bauram,79,2.50
2015,6,Prabhakar Thakur,2461,2.00%,Independent,Gora Bauram,79,2.00
2015,7,Asarfi Das,1665,1.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Gora Bauram,79,1.40
2015,8,Mohammad Ramij Alee Khan,1435,1.20%,Jan Adhikar Party (Loktantrik),Gora Bauram,79,1.20
2015,9,Tamanna Khan,1051,0.90%,Garib Janta Dal (Secular),Gora Bauram,79,0.90
2015,10,Anwar Ali Khan,1048,0.90%,Independent,Gora Bauram,79,0.90
2015,11,Nayan Kumar Priyadarshi,682,0.60%,Independent,Gora Bauram,79,0.60
2015,12,Md. Abdul Kalam,659,0.60%,Independent,Gora Bauram,79,0.60
2015,13,Khwaza Mohammad Fakhruddin,632,0.50%,Independent,Gora Bauram,79,0.50
2015,1,Sunil Choudhary,69511,46.90%,Janata Dal (United),Benipatti,32,46.90
2015,2,Gopal Jee Thakur,43068,29.00%,Bharatiya Janta Party,Benipatti,32,29.00
2015,3,"Kamalramvinod Jha ""kamal Seth""",10154,6.90%,Independent,Benipatti,32,6.90
2015,4,Vinod Kumar Jha,6061,4.10%,Independent,Benipatti,32,4.10
2015,5,Siyalakhan Yadav,2459,1.70%,Independent,Benipatti,32,1.70
2015,6,"Sunil Kumar Jha ""moti Babu""",2340,1.60%,Independent,Benipatti,32,1.60
2015,7,Ram Naresh Roy,2299,1.60%,Communist Party Of India,Benipatti,32,1.60
2015,8,Laxman Ram,1685,1.10%,Bahujan Samaj Party,Benipatti,32,1.10
2015,9,Vinoda Nand Jha,1385,0.90%,Independent,Benipatti,32,0.90
2015,10,Krishna Kant Jha,1350,0.90%,Sarvajan Kalyan Loktantrik Party,Benipatti,32,0.90
2015,11,Jitendra Paswan,1284,0.90%,Independent,Benipatti,32,0.90
2015,12,Tara Kant Jha,796,0.50%,Independent,Benipatti,32,0.50
2015,13,Baidyanath Yadav,778,0.50%,Garib Janta Dal (Secular),Benipatti,32,0.50
2015,14,Naval Kishor Singh,499,0.30%,Samajwadi Party,Benipatti,32,0.30
2015,1,Abdul Bari Siddiqui,67461,48.30%,Rashtriya Janata Dal,Alinagar,81,48.30
2015,2,Mishri Lal Yadav,54001,38.70%,Bharatiya Janta Party,Alinagar,81,38.70
2015,3,Raj Kumar Jha,4009,2.90%,Independent,Alinagar,81,2.90
2015,4,Naseem Azam Siddiqui,2948,2.10%,Jan Adhikar Party (Loktantrik),Alinagar,81,2.10
2015,5,Mahmud Aalam,1533,1.10%,Bahujan Samaj Party,Alinagar,81,1.10
2015,6,Ram Safi,1353,1.00%,Independent,Alinagar,81,1.00
2015,7,Anant Kumar,1173,0.80%,Independent,Alinagar,81,0.80
2015,8,Harihar Kumar Jha,824,0.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Alinagar,81,0.60
2015,9,Rajipal Jha,778,0.60%,Independent,Alinagar,81,0.60
2015,10,Dinesh Mishra,533,0.40%,Independent,Alinagar,81,0.40
2015,11,Harishchandra Jha,421,0.30%,Sarvajan Kalyan Loktantrik Party,Alinagar,81,0.30
2015,1,Lalit Kumar Yadav,70557,51.40%,Rashtriya Janata Dal,Darbhanga Rural,82,51.40
2015,2,Naushad Ahmad,36066,26.30%,Hindustani Awam Morcha (Secular),Darbhanga Rural,82,26.30
2015,3,Chandrakant Singh,6690,4.90%,Jan Adhikar Party (Loktantrik),Darbhanga Rural,82,4.90
2015,4,Jay Kant Jha,3686,2.70%,Independent,Darbhanga Rural,82,2.70
2015,5,Vishwanath Mandal,3466,2.50%,Independent,Darbhanga Rural,82,2.50
2015,6,Md Jasim Haider,3018,2.20%,Independent,Darbhanga Rural,82,2.20
2015,7,Ram Dayal Sahni,2925,2.10%,Bahujan Samaj Party,Darbhanga Rural,82,2.10
2015,8,Sanichari Devi,1624,1.20%,Communist Party Of India (Marxist-Leninist) (Liberation),Darbhanga Rural,82,1.20
2015,9,Kapleshwar Ram,1389,1.00%,Independent,Darbhanga Rural,82,1.00
2015,10,Mithilesh Kumar Yadav,1345,1.00%,Samajwadi Party,Darbhanga Rural,82,1.00
2015,11,Shiv Narayan Mandal,1321,1.00%,Shiv Sena,Darbhanga Rural,82,1.00
2015,12,Ravi Ranjan,570,0.40%,Bhartiya Janhit Dal,Darbhanga Rural,82,0.40
2015,1,Sanjay Saraogi,77776,47.70%,Bharatiya Janta Party,Darbhanga,83,47.70
2015,2,Om Prakash Kheria,70316,43.10%,Rashtriya Janata Dal,Darbhanga,83,43.10
2015,3,Jagadish Sah,3609,2.20%,Independent,Darbhanga,83,2.20
2015,4,Nilam Devi Urf Nilam Dutta,3106,1.90%,Independent,Darbhanga,83,1.90
2015,5,Avinash Kumar Thakur,2223,1.40%,Communist Party Of India (MARXIST),Darbhanga,83,1.40
2015,6,Durganand Mahavir Nayak,1000,0.60%,Bahujan Samaj Party,Darbhanga,83,0.60
2015,7,Nikhil Kumar Jha,901,0.60%,Independent,Darbhanga,83,0.60
2015,8,Md. Irshad Hussain,734,0.50%,National Janta Party (Indian),Darbhanga,83,0.50
2015,9,Ameena Khatoon,517,0.30%,Nationalist Congress Party,Darbhanga,83,0.30
2015,10,Kumar Krishna Kanhaiya,458,0.30%,Independent,Darbhanga,83,0.30
2015,11,Bharat Yadav,457,0.30%,Independent,Darbhanga,83,0.30
2015,12,Md.Vasim Ahmad,277,0.20%,Samajwadi Party,Darbhanga,83,0.20
2015,13,Vijay Shree Prasad,244,0.20%,Republican Party Of India (A),Darbhanga,83,0.20
2015,14,Mahendra Lal Das,180,0.10%,Bhartiya Janhit Dal,Darbhanga,83,0.10
2015,15,Kumar Anand Mohan,173,0.10%,Lok Awaz Dal,Darbhanga,83,0.10
2015,1,Amar Nath Gami,65677,53.30%,Janata Dal (United),Hayaghat,84,53.30
2015,2,Ramesh Choudhary,32446,26.30%,Lok Jan Shakti Party,Hayaghat,84,26.30
2015,3,Ram Shankar Choudhary,4084,3.30%,Shiv Sena,Hayaghat,84,3.30
2015,4,Sumitra Paswan,3669,3.00%,Independent,Hayaghat,84,3.00
2015,5,Hem Chandra Singh,1862,1.50%,Independent,Hayaghat,84,1.50
2015,6,Basant Kumar Mandal,1731,1.40%,Independent,Hayaghat,84,1.40
2015,7,Puran Paswan,1179,1.00%,Bahujan Samaj Party,Hayaghat,84,1.00
2015,8,Thithar Kumar Prajapty,923,0.80%,Lokpriya Samaj Party,Hayaghat,84,0.80
2015,9,Satya Narayan Mukhia,837,0.70%,Communist Party Of India (Marxist-Leninist) (Liberation),Hayaghat,84,0.70
2015,10,Md. Arshad,836,0.70%,Independent,Hayaghat,84,0.70
2015,11,Babu Saheb Mandal,595,0.50%,Independent,Hayaghat,84,0.50
2015,12,Binod Kumar Pankaj,556,0.50%,Samajwadi Party,Hayaghat,84,0.50
2015,13,Jahana Khatun,517,0.40%,Independent,Hayaghat,84,0.40
2015,14,Ramsakha Paswan,424,0.30%,National Janta Party (Indian),Hayaghat,84,0.30
2015,1,Bhola Yadav,71547,46.00%,Rashtriya Janata Dal,Bahadurpur,85,46.00
2015,2,Hari Sahani,54558,35.00%,Bharatiya Janta Party,Bahadurpur,85,35.00
2015,3,Shyam Bharti,5595,3.60%,Communist Party Of India (MARXIST),Bahadurpur,85,3.60
2015,4,Rajiv Kumar Choudhary,3529,2.30%,Communist Party Of India,Bahadurpur,85,2.30
2015,5,Baidyanath Yadav,3519,2.30%,Communist Party Of India (Marxist-Leninist) (Liberation),Bahadurpur,85,2.30
2015,6,Arun Kumar Mishra,2950,1.90%,Independent,Bahadurpur,85,1.90
2015,7,Ashok Kumar Mandal,1953,1.30%,Independent,Bahadurpur,85,1.30
2015,8,Baidyanath Choudhary,1384,0.90%,Shiv Sena,Bahadurpur,85,0.90
2015,9,Mahendra Kumar Paswan,1375,0.90%,Independent,Bahadurpur,85,0.90
2015,10,Amar Kumar Paswan,1010,0.70%,Independent,Bahadurpur,85,0.70
2015,11,Ajit Kumar,1010,0.70%,Jan Adhikar Party (Loktantrik),Bahadurpur,85,0.70
2015,12,Harendra Sahani,836,0.50%,Bahujan Samaj Party,Bahadurpur,85,0.50
2015,13,Laxman Paswan,561,0.40%,Sarvajan Kalyan Loktantrik Party,Bahadurpur,85,0.40
2015,14,Ambika Kumari,511,0.30%,National Janta Party (Indian),Bahadurpur,85,0.30
2015,15,Umapati Kuvar,466,0.30%,Hind Congress Party,Bahadurpur,85,0.30
2015,1,Faraz Fatmi,68601,47.10%,Rashtriya Janata Dal,Keoti,86,47.10
2015,2,Ashok Kumar Yadav,60771,41.80%,Bharatiya Janta Party,Keoti,86,41.80
2015,3,Ram Chandra Sah,2176,1.50%,Communist Party Of India,Keoti,86,1.50
2015,4,Md. Faiyaz Khan,2001,1.40%,The National Road Map Party Of India,Keoti,86,1.40
2015,5,Chand Babu Rehman,1649,1.10%,Nationalist Congress Party,Keoti,86,1.10
2015,6,Vijay Kumar,1587,1.10%,Independent,Keoti,86,1.10
2015,7,Prasoon Pankaj,1281,0.90%,Bahujan Samaj Party,Keoti,86,0.90
2015,8,Ram Vriksh Paswan,1028,0.70%,Independent,Keoti,86,0.70
2015,9,Meera Kumari Jha,890,0.60%,Rashtriya Jankranti Party,Keoti,86,0.60
2015,10,Abdesh Kamti,602,0.40%,Akhil Bhartiya Mithila Party,Keoti,86,0.40
2015,11,Dinesh Kumar Das,529,0.40%,National Janta Party (Indian),Keoti,86,0.40
2015,12,Ashok Kumar Jha,463,0.30%,Sarvajan Kalyan Loktantrik Party,Keoti,86,0.30
2015,13,Kusheshwar Mahto,436,0.30%,Samajwadi Party,Keoti,86,0.30
2015,1,Jibesh Kumar,62059,41.70%,Bharatiya Janta Party,Jale,87,41.70
2015,2,Rishi Mishra,57439,38.60%,Janata Dal (United),Jale,87,38.60
2015,3,Mujeeb Rehman,6759,4.50%,Samajwadi Party,Jale,87,4.50
2015,4,Sudhir Kumar,4769,3.20%,Communist Party Of India,Jale,87,3.20
2015,5,Sajila Khatun,2967,2.00%,Independent,Jale,87,2.00
2015,6,Sushil Mishra,2110,1.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Jale,87,1.40
2015,7,Aftab Alam,2108,1.40%,Bahujan Samaj Party,Jale,87,1.40
2015,8,Navin Kumar Jha,1424,1.00%,Republican Party Of India (A),Jale,87,1.00
2015,9,Md. Sarfaraz Ansari,1271,0.90%,Janta Dal Rashtravadi,Jale,87,0.90
2015,10,Anirudh Sahu,924,0.60%,Garib Janta Dal (Secular),Jale,87,0.60
2015,11,Kaunen Ahamad Varasi,915,0.60%,Sarvajan Kalyan Loktantrik Party,Jale,87,0.60
2015,12,Aman Kumar Jha,823,0.60%,Samras Samaj Party,Jale,87,0.60
2015,13,Ram Lakhan Mahto,709,0.50%,National Janta Party (Indian),Jale,87,0.50
2015,1,Maheshwar Prasad Yadav,67313,40.80%,Rashtriya Janata Dal,Gaighat,88,40.80
2015,2,Veena Devi,63812,38.70%,Bharatiya Janta Party,Gaighat,88,38.70
2015,3,Ashok Kumar Singh,7826,4.70%,Independent,Gaighat,88,4.70
2015,4,Vishal Kumar,2822,1.70%,Janta Dal Rashtravadi,Gaighat,88,1.70
2015,5,Vakil Sahani,2421,1.50%,Sarvajan Kalyan Loktantrik Party,Gaighat,88,1.50
2015,6,Abdul- Wahab,2324,1.40%,Bahujan Samaj Party,Gaighat,88,1.40
2015,7,Rani Singh,2262,1.40%,Independent,Gaighat,88,1.40
2015,8,Md. Najul Ansari,2112,1.30%,Independent,Gaighat,88,1.30
2015,9,Raghunandan Pd Singh,1885,1.10%,Independent,Gaighat,88,1.10
2015,10,Jitendra Yadav,1698,1.00%,Communist Party Of India (Marxist-Leninist) (Liberation),Gaighat,88,1.00
2015,11,Subhash Choudhary,1445,0.90%,Independent,Gaighat,88,0.90
2015,12,Amrita Singh,1418,0.90%,Garib Janta Dal (Secular),Gaighat,88,0.90
2015,13,Devendra Prasad Yadav,1191,0.70%,Samajwadi Party,Gaighat,88,0.70
2015,14,Prabhu Sahani,931,0.60%,Bajjikanchal Vikas Party,Gaighat,88,0.60
2015,15,Suraj Sahni,891,0.50%,Independent,Gaighat,88,0.50
2015,16,Suresh Kumar,713,0.40%,Independent,Gaighat,88,0.40
2015,17,Brajkishore Ray,701,0.40%,Bharti Samudaya Party,Gaighat,88,0.40
2015,18,Jivneshwar Jha,619,0.40%,All India Forward Bloc,Gaighat,88,0.40
2015,19,Kapildev Singh,566,0.30%,Bahujan Kranti Party (Marxwad-Ambedkarwad),Gaighat,88,0.30
2015,20,Kameshwar Thakur,489,0.30%,Bhartiya Janhit Dal,Gaighat,88,0.30
2015,21,Kamaldev Ram,456,0.30%,Bahujan Mukti Party,Gaighat,88,0.30
2015,1,Surendra Kumar,66958,43.40%,Rashtriya Janata Dal,Aurai,89,43.40
2015,2,Ram Surat Ray,56133,36.40%,Bharatiya Janta Party,Aurai,89,36.40
2015,3,Lalbabu Sahni,8747,5.70%,Sarvajan Kalyan Loktantrik Party,Aurai,89,5.70
2015,4,Mohamd Saifee,4561,3.00%,Independent,Aurai,89,3.00
2015,5,Saket Kumar Singh,2837,1.80%,Independent,Aurai,89,1.80
2015,6,Ganesh Prasad Chauhan,2096,1.40%,Bahujan Samaj Party,Aurai,89,1.40
2015,7,Ashok Kumar Jha,1953,1.30%,Garib Janshakti Party,Aurai,89,1.30
2015,8,Gopal Prasad Shahi,1723,1.10%,Independent,Aurai,89,1.10
2015,9,Nageshwar Prasad Singh,1513,1.00%,Independent,Aurai,89,1.00
2015,10,Muzaffar Hasnain,1164,0.80%,Aap Aur Hum Party,Aurai,89,0.80
2015,11,Bhola Sah,1129,0.70%,Samajwadi Party,Aurai,89,0.70
2015,12,Sanjay Choudhary,909,0.60%,Jan Adhikar Party (Loktantrik),Aurai,89,0.60
2015,13,Surendra Kumar,820,0.50%,Bajjikanchal Vikas Party,Aurai,89,0.50
2015,14,Ravindra Kumar,701,0.50%,All India Forward Bloc,Aurai,89,0.50
2015,15,Murari Prasad Yadav,643,0.40%,Bharatiya Yuva Party (Democratic),Aurai,89,0.40
2015,1,Rajeev Kumar Urf Munna Yadav,80790,49.60%,Rashtriya Janata Dal,Minapur,90,49.60
2015,2,Ajay Kumar,56850,34.90%,Bharatiya Janta Party,Minapur,90,34.90
2015,3,Md. Sadrul Khan,4934,3.00%,Independent,Minapur,90,3.00
2015,4,Rakesh Kumar,4292,2.60%,Independent,Minapur,90,2.60
2015,5,Lakshmi Kant,2743,1.70%,Communist Party Of India,Minapur,90,1.70
2015,6,Rani Devi,2099,1.30%,Bahujan Samaj Party,Minapur,90,1.30
2015,7,Jitendra Prasad,1655,1.00%,Independent,Minapur,90,1.00
2015,8,Kalima Khatoon,1203,0.70%,Independent,Minapur,90,0.70
2015,9,Kedar Sahni,941,0.60%,Jan Adhikar Party (Loktantrik),Minapur,90,0.60
2015,10,Upendra Sahani,865,0.50%,Sarvajan Kalyan Loktantrik Party,Minapur,90,0.50
2015,11,Asha Devi,781,0.50%,Independent,Minapur,90,0.50
2015,12,Vinay Kumar Vipin,763,0.50%,Bahujan Mukti Party,Minapur,90,0.50
2015,13,Devendra Singh,656,0.40%,Bajjikanchal Vikas Party,Minapur,90,0.40
